#header
Geneid	Chr	Start	End	Strand	Length	bamfiles/Wt1-1a_1415.bam	bamfiles/Wt1-1b_1415.bam	bamfiles/Wt1-1c_1415.bam	bamfiles/Wt1-2a_1415.bam	bamfiles/Wt1-2b_1415.bam	bamfiles/Wt1-3a_1415.bam	bamfiles/Wt1-3b_1415.bam	bamfiles/Wt1-3c_1415.bam	bamfiles/Wt1-4a_1415.bam	bamfiles/Wt1-4b_1415.bam	bamfiles/Wt1-4c_1415.bam	bamfiles/Wt1-5a_1415.bam	bamfiles/Wt1-5b_1415.bam	bamfiles/Wt1-5c_1415.bam	bamfiles/Wt1-6b_1415.bam	bamfiles/Wt1-6c_1415.bam	bamfiles/Wt2-1a_1415.bam	bamfiles/Wt2-1b_1415.bam	bamfiles/Wt2-1c_1415.bam	bamfiles/Wt2-2b_1415.bam	bamfiles/Wt2-2c_1415.bam	bamfiles/Wt2-3a_1415.bam	bamfiles/Wt2-3b_1415.bam	bamfiles/Wt2-3c_1415.bam	bamfiles/Wt2-4a_1415.bam	bamfiles/Wt2-5a_1415.bam	bamfiles/Wt2-5b_1415.bam	bamfiles/Wt2-5c_1415.bam	bamfiles/Wt2-6a_1415.bam	bamfiles/Wt2-6b_1415.bam	bamfiles/Wt2-6c_1415.bam
pdam_00000414	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1566767;1567020;1567193;1567303;1568040	1566929;1567159;1567266;1567459;1568120	-;-;-;-;-	615	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000415	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1568124;1568192;1568965	1568186;1568273;1569077	-;-;-	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000416	SczhEnG_1415;SczhEnG_1415	1569247;1569575	1569566;1570022	-;-	768	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000417	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1572745;1573052;1573278	1573021;1573219;1573369	-;-;-	537	1	0	0	2	2	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pdam_00000418	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1573628;1573775;1574228	1573763;1573827;1574389	-;-;-	351	4	1	1	0	0	1	0	1	1	0	0	0	1	2	1	1	0	0	0	0	0	0	1	2	1	0	2	1	0	0	2
pdam_00000419	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1576143;1576500;1579284;1580828	1576370;1576533;1579573;1580950	+;+;+;+	675	1	2	4	1	3	7	7	5	3	6	4	0	2	6	5	8	6	6	3	0	0	2	4	5	10	6	3	0	7	4	9
pdam_00000420	SczhEnG_1415	1579640	1580974	-	1335	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	1	1	0	0	2	0	0	2
pdam_00000421	SczhEnG_1415;SczhEnG_1415	1583908;1585707	1584954;1585874	-;-	1215	0	0	1	0	1	2	1	1	1	2	1	0	0	0	0	5	1	0	0	0	0	0	0	1	1	0	0	0	1	1	3
pdam_00000422	SczhEnG_1415;SczhEnG_1415	1586098;1588242	1586317;1588672	+;+	651	8	3	4	3	9	16	5	11	5	7	8	12	3	16	8	13	7	8	10	1	10	8	2	9	7	9	18	12	26	23	18
pdam_00000423	SczhEnG_1415	1591021	1591365	+	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
pdam_00000424	SczhEnG_1415;SczhEnG_1415	1591474;1591783	1591644;1592028	+;+	417	0	0	1	0	1	1	3	0	1	0	1	3	2	2	1	3	2	0	0	0	4	0	1	0	1	3	1	0	5	1	2
pdam_00000425	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1592032;1592145;1592547;1592763	1592134;1592311;1592740;1593027	+;+;+;+	729	0	0	0	1	0	0	0	1	0	0	1	9	0	0	0	0	7	8	10	0	7	2	17	9	11	4	3	12	15	1	11
pdam_00000426	SczhEnG_1415;SczhEnG_1415	1593041;1593104	1593089;1593282	+;+	228	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	3	0	0	0	4	1	0	3	0	0	5	2	9
pdam_00000427	SczhEnG_1415;SczhEnG_1415	1594653;1595181	1594850;1595840	+;+	858	20	20	18	23	25	20	32	35	24	19	35	11	35	46	46	50	42	18	6	2	6	33	12	18	14	37	33	27	53	47	29
pdam_00000428	SczhEnG_1415;SczhEnG_1415	1598095;1598294	1598267;1598438	+;+	318	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	3	0	0	0	1	0	1	1	0	0
pdam_00000429	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1598525;1598805;1599064	1598748;1598995;1599335	+;+;+	687	2	2	0	1	0	0	3	1	1	0	3	9	9	3	13	2	18	3	7	0	0	6	7	2	3	3	4	1	8	4	2
pdam_00000430	SczhEnG_1415;SczhEnG_1415	1599377;1599509	1599464;1599642	+;+	222	0	0	0	0	1	2	0	0	0	0	0	1	0	0	2	0	4	2	1	0	0	0	3	1	1	2	1	0	3	0	1
pdam_00000431	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1599649;1600794;1601132;1601909;1603000;1603226;1603411;1605146;1605277;1605909	1599797;1600902;1601509;1602224;1603220;1603383;1603462;1605214;1605340;1606063	+;+;+;+;+;+;+;+;+;+	1671	2	1	0	0	2	2	0	1	2	2	0	0	2	1	8	2	1	0	3	0	0	0	0	2	2	4	1	0	3	4	3
pdam_00000432	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1606096;1609705;1609864	1606156;1609856;1610139	+;+;+	489	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000433	SczhEnG_1415	1610185	1610859	+	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000434	SczhEnG_1415;SczhEnG_1415	1610890;1610968	1610922;1611225	+;+	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000435	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1611243;1611511;1613207	1611290;1611565;1613829	+;+;+	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000436	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1616804;1616956;1617123	1616922;1617040;1617197	-;-;-	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000437	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1626924;1627783;1628644;1629235;1630508;1631832;1632513;1633265	1627115;1627952;1628700;1629305;1631306;1631915;1632570;1633482	+;+;+;+;+;+;+;+	1649	296	347	338	177	363	221	272	326	355	275	318	186	289	469	218	532	213	181	230	13	413	109	168	194	163	317	390	172	453	352	287
pdam_00000438	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1643348;1643653;1646968;1647399;1647480	1643641;1643707;1647269;1647452;1647893	+;+;+;+;+	1119	0	0	0	1	1	0	0	0	0	1	0	1	4	1	2	0	1	1	0	0	0	0	0	1	0	2	0	0	1	1	0
pdam_00000439	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1652274;1652344;1653083	1652338;1652797;1653160	+;+;+	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000440	SczhEnG_1415	1654386	1655420	-	1035	0	1	0	0	2	2	0	0	0	0	0	0	2	0	0	4	0	0	1	0	0	0	1	0	0	0	2	0	1	2	3
pdam_00000441	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1657774;1659023;1659717;1660154;1660578;1661294;1662336;1669577;1670946;1671415;1672618	1658399;1659297;1659966;1660345;1660814;1661434;1662463;1670019;1671328;1671990;1673147	-;-;-;-;-;-;-;-;-;-;-	3781	30	24	33	26	26	18	24	37	25	25	17	16	29	42	42	49	50	13	34	2	14	27	30	30	31	42	62	27	61	44	48
pdam_00000442	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1663877;1664455;1666410;1667243;1667924	1664111;1664700;1666937;1667408;1669532	+;+;+;+;+	2784	186	134	173	114	185	134	115	158	146	96	163	154	275	216	317	331	314	162	141	19	116	188	204	239	209	262	316	223	332	325	349
pdam_00000443	SczhEnG_1415;SczhEnG_1415	1674115;1674708	1674407;1676323	+;+	1909	4	6	3	1	5	1	6	11	2	7	9	8	17	7	8	18	21	4	2	0	8	15	12	11	7	9	8	13	25	15	17
pdam_00000444	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1676810;1677355;1678448;1678643;1681133;1681566;1681847;1682919	1676932;1677421;1678516;1678752;1681187;1681594;1681953;1683024	+;+;+;+;+;+;+;+	666	621	390	562	210	427	312	315	604	272	233	258	249	771	601	805	927	878	486	606	71	589	544	310	268	341	542	990	679	879	586	735
pdam_00000445	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1683827;1687020;1688092;1690096	1684493;1687399;1688145;1690256	-;-;-;-	1262	177	102	130	51	132	64	77	112	83	55	75	65	407	163	343	193	449	105	104	7	44	60	86	65	55	168	189	75	175	123	129
pdam_00000446	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1707613;1709036;1709885;1710389;1711613	1707806;1709153;1710129;1710672;1713562	+;+;+;+;+	2791	208	140	163	151	108	154	190	107	70	115	133	93	258	291	260	175	339	87	82	11	88	93	84	77	29	190	140	94	143	153	70
pdam_00000447	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1714980;1715650;1716197;1717553;1718056;1718511;1719430;1719787;1720446;1722740	1715370;1715896;1716364;1717729;1718280;1718712;1719572;1719909;1720805;1722797	-;-;-;-;-;-;-;-;-;-	2094	338	130	270	122	170	149	245	194	115	72	88	87	200	322	218	284	232	91	153	10	221	51	85	76	37	257	187	67	139	185	78
pdam_00000448	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1726825;1727242;1728973;1732392;1733369;1733746;1735244;1736069;1737091;1738547;1739086;1739524;1743955	1727054;1727282;1729350;1732517;1733566;1734483;1735709;1736289;1738227;1738810;1739154;1739896;1745671	+;+;+;+;+;+;+;+;+;+;+;+;+	5958	114	63	120	75	92	112	172	106	108	133	114	127	239	189	267	238	422	76	78	8	70	35	108	96	51	182	156	64	197	181	79
pdam_00000449	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1749021;1751246;1751794;1753806;1754148;1754939;1755419;1758998;1759521;1762648	1749122;1751466;1751840;1753895;1754597;1755067;1755433;1759126;1760341;1762867	+;+;+;+;+;+;+;+;+;+	2224	7	0	0	1	0	4	11	3	3	1	2	3	3	8	9	7	7	3	0	0	0	0	4	2	0	15	9	1	13	15	8
pdam_00000450	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1756878;1758993;1759296	1757139;1759102;1759323	-;-;-	400	1	0	0	0	0	1	1	0	1	3	0	2	1	2	5	4	3	1	0	0	0	0	0	0	0	1	1	7	0	4	3
pdam_00000451	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1765051;1766987;1769487;1771103	1765901;1767237;1769785;1771393	-;-;-;-	1692	224	158	219	89	148	132	144	162	98	123	127	136	269	239	286	274	411	172	207	13	177	145	163	123	157	215	321	160	273	234	264
pdam_00000452	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1774578;1778010;1783375;1784738	1774763;1778199;1783801;1784981	-;-;-;-	1047	0	0	1	0	1	1	5	0	0	0	1	0	2	0	5	5	0	0	0	0	2	0	1	0	1	4	0	0	0	1	0
pdam_00000453	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1789914;1791096;1791733;1794691;1795439	1789936;1791126;1791844;1794923;1797053	+;+;+;+;+	2014	41	32	48	34	28	36	47	39	52	53	42	69	107	50	99	100	149	25	136	2	117	36	52	35	106	57	54	34	90	66	99
pdam_00000454	SczhEnG_1415;SczhEnG_1415	1798478;1800756	1799708;1802255	+;+	2731	416	408	493	154	259	134	181	142	257	179	294	192	340	413	212	319	358	307	226	20	221	144	206	159	209	365	321	170	346	312	321
pdam_00000455	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1803876;1806412;1806918;1807169;1807846;1808493;1808801;1809433;1810765;1811167;1811613;1811947;1812600;1813283;1816149;1816709	1805912;1806444;1807049;1807248;1807958;1808659;1808902;1810101;1810849;1811249;1811673;1812033;1812686;1813403;1816266;1816922	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4189	380	371	369	243	331	300	297	336	293	251	426	415	644	617	544	558	773	421	436	23	277	234	417	351	398	556	618	273	628	575	537
pdam_00000456	SczhEnG_1415	1804250	1804762	+	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000457	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1822731;1822953;1823173;1828274;1828662;1830141;1830801;1831381;1832455;1833210;1833523;1834076;1834551;1835368;1836555;1837658	1822786;1822986;1823245;1828329;1828747;1830234;1830906;1831470;1832542;1833350;1833612;1834125;1834640;1835490;1836652;1837778	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1396	135	137	127	71	133	135	125	218	160	124	147	145	219	255	219	250	253	182	180	12	74	123	162	176	141	201	247	152	306	242	304
pdam_00000458	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1839459;1842261;1843432;1844637	1841113;1842581;1843576;1844956	-;-;-;-	2441	322	362	339	165	216	295	277	174	416	309	402	362	612	575	423	529	752	383	361	18	172	148	392	255	370	540	354	253	596	415	473
pdam_00000459	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1845006;1845538;1847979;1848617;1848926;1849855;1850575;1851218;1851705;1852394;1852950;1854237;1854617	1845218;1845660;1848021;1848693;1849020;1849962;1850662;1851307;1851793;1852531;1854210;1854596;1855020	+;+;+;+;+;+;+;+;+;+;+;+;+	3089	94	159	160	84	105	121	139	182	153	144	196	194	262	278	297	331	322	186	192	8	90	142	187	161	213	263	312	145	358	291	325
pdam_00000460	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1855767;1857119;1858711;1859057;1861372;1861734;1862357;1862782;1863365;1864000;1864748;1865467;1866068;1866271;1867419;1867721;1870094;1870655;1871025;1872997	1856633;1857210;1858770;1861058;1861563;1861799;1862454;1862950;1863529;1864234;1864929;1865539;1866117;1866329;1867464;1867805;1870193;1870719;1871179;1873083	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4848	394	403	473	291	322	359	306	463	325	218	283	339	640	756	523	597	876	373	535	50	632	295	384	279	427	586	703	371	710	536	621
pdam_00000461	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1865768;1866595;1867469;1868415;1868638;1870498	1865887;1866628;1867492;1868483;1868904;1870526	+;+;+;+;+;+	543	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000462	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1871283;1872870;1873248;1873658;1874328	1871549;1872980;1873325;1873723;1874384	+;+;+;+;+	579	210	166	171	71	163	122	92	169	107	77	113	147	269	212	246	211	446	255	265	11	140	145	179	166	192	224	331	190	350	227	317
pdam_00000463	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1876409;1877932;1878775;1879360;1881098;1887410;1887977;1888984;1889545	1876435;1878105;1878824;1880695;1881209;1887533;1888285;1889189;1890348	+;+;+;+;+;+;+;+;+	3142	1308	1360	1212	1060	1318	1321	1024	1558	1014	812	1448	1264	2454	2537	1977	1590	2829	1555	1568	94	822	631	1204	834	1456	1745	2317	761	1873	1547	1878
pdam_00000464	SczhEnG_1415;SczhEnG_1415	1891572;1892028	1891872;1892329	+;+	603	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	6	1	0	0	0	5	0	1	0	0	1	5	1	0	1
pdam_00000465	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1895597;1896316;1898015;1898132	1896071;1896410;1898025;1898227	-;-;-;-	677	17	4	12	12	6	179	315	280	11	128	52	778	869	438	352	641	1833	59	24	14	177	1551	907	1842	2030	2598	511	1781	2312	1937	3081
pdam_00000466	SczhEnG_1415;SczhEnG_1415	1901506;1903217	1902248;1903328	-;-	855	3	6	3	1	10	17	41	26	2	75	6	46	94	33	137	307	109	69	5	9	0	247	265	175	27	314	67	234	524	202	289
pdam_00000467	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1930197;1935295;1942202;1942885;1943838;1944223;1944576;1945018;1946075;1946644;1948266;1948886;1951434;1952332;1956009;1956454;1956802;1961663;1962047;1962409;1964440;1965535;1965914;1966226;1968719;1970181;1970912;1971059;1972266;1972982;1973926;1975065;1975401;1975992;1976722;1977372;1977596;1977800;1979260;1979568;1980207;1980834;1981503;1982984;1983763;1984801	1930607;1935499;1942273;1942993;1943892;1944378;1944684;1945074;1946213;1946740;1948359;1948947;1951559;1952419;1956098;1956594;1956851;1961717;1962071;1962486;1964557;1965564;1965970;1966318;1968809;1970280;1970939;1971125;1972315;1973113;1974061;1975173;1975484;1976067;1976780;1977444;1977664;1977911;1979314;1979603;1980370;1980998;1981599;1983026;1984142;1985221	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5064	458	467	507	292	462	448	449	681	477	506	573	468	1121	1052	991	1218	916	383	366	26	217	314	356	309	439	685	977	306	992	779	679
pdam_00000468	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1936094;1936519;1937166;1937710;1937840;1938306;1939355	1936439;1936593;1937239;1937743;1938136;1938356;1939779	-;-;-;-;-;-;-	1302	1	0	0	1	0	0	0	0	0	1	0	1	3	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0
pdam_00000469	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1941246;1942782;1944710;1947795;1949323;1950819	1941399;1942811;1944782;1947810;1949445;1950869	-;-;-;-;-;-	447	0	0	4	1	1	0	0	6	3	2	1	2	2	5	1	8	0	1	0	0	0	2	1	0	0	1	2	2	2	2	1
pdam_00000470	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1950873;1951446;1958177;1959013;1960458;1968945;1969443	1951118;1951557;1958307;1959111;1960482;1969025;1969447	-;-;-;-;-;-;-	699	2	1	0	0	0	0	0	2	1	0	1	1	1	1	3	0	0	0	0	0	0	0	0	1	2	3	0	0	2	0	0
pdam_00000471	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1987884;1987951;1988572	1987933;1988068;1988661	+;+;+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000472	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1988690;1988830;1989095;1989256	1988784;1989002;1989188;1989523	+;+;+;+	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000473	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1989963;1990349;1991534;1991810;1991925;1992124	1990091;1990367;1991742;1991870;1992110;1992266	-;-;-;-;-;-	747	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000474	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1994296;1995822;1996216	1995697;1995872;1996350	-;-;-	1588	7	6	8	1	3	7	12	9	6	13	5	12	12	11	10	11	17	8	4	1	0	12	11	23	31	25	22	15	31	17	51
pdam_00000475	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1996980;1999439;2004699;2005488;2006619;2008879;2009409;2010001;2010813;2011126;2012150;2012372;2013308;2013612;2014280;2014772;2015251;2015893;2017149;2017388;2017942;2018235;2018876;2019146;2019359	1999406;1999683;2004746;2005564;2007496;2008948;2009469;2010219;2010890;2011190;2012200;2012458;2013352;2013777;2014361;2014867;2015425;2015915;2017200;2017467;2018046;2018298;2018986;2019222;2019483	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5507	7	8	15	1	11	17	16	29	10	19	15	28	13	32	22	37	25	18	10	0	0	13	39	77	66	58	40	17	95	52	87
pdam_00000476	SczhEnG_1415	2003734	2004027	+	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
pdam_00000477	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2021575;2021853;2022728;2023067;2023400;2023721;2026177;2026897;2027714;2029012;2030248;2030816;2033007;2035872;2036630;2038152;2039596;2041869;2042896;2043318;2043717;2043976;2044259;2045539;2045895;2047166;2048189;2050083;2050837;2052042;2053163;2054222;2054444;2054710;2054989;2056015;2056299;2057071;2058735;2059352;2059839;2060402;2061133	2021755;2021984;2022828;2023164;2023509;2023831;2026256;2026984;2027827;2029066;2030315;2030911;2033245;2035961;2036786;2038271;2039765;2041924;2042966;2043407;2043823;2044089;2044333;2045626;2046104;2047281;2048255;2050168;2050920;2052177;2053222;2054354;2054513;2054912;2055148;2056066;2056475;2057184;2058792;2059436;2059941;2060686;2062397	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6075	733	679	902	540	734	593	580	816	757	817	869	675	977	1299	1071	1532	1123	639	655	48	499	407	604	635	674	960	1305	504	1444	1221	1099
pdam_00000478	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	2025288;2025516;2031732;2037014;2042641;2044028;2044591;2044934;2047430	2025499;2025659;2032278;2037105;2042725;2044076;2044613;2045076;2047509	-;-;-;-;-;-;-;-;-	1375	3	0	7	0	1	3	3	3	6	4	0	4	1	2	8	6	4	4	1	0	1	0	0	4	3	2	1	0	6	0	4
